signal_date,execution_date,year,expiry_date,dte_sessions,vix,signal_spot,exec_spot,type,long_strike,short_strike,wing_width,strike_offset,long_raw_price,short_raw_price,long_fill_price,short_fill_price,debit_pts,lot_size,capital_required_inr,settlement_price,gross_payoff_inr,statutory_costs_inr,net_pnl_inr,is_win,cum_net_pnl,candidate_id,candidate_name,in_primary_5y
2019-08-07,2019-08-08,2019,2019-08-14,3,16.12,10855.5,10899.2,BEAR_PUT,10850.0,10700.0,150.0,50.0,90.55,46.9,90.65,46.8,43.85,75,3288.75,11029.4,-3288.75,55.69,-3344.44,0,-8684.53,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2019-08-22,2019-08-23,2019,2019-08-29,4,17.02,10741.35,10699.6,BEAR_PUT,10650.0,10500.0,150.0,50.0,74.05,35.0,74.15,34.9,39.25,75,2943.75,10948.3,-2943.75,53.84,-2997.59,0,-11682.12,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2019-09-13,2019-09-16,2019,2019-09-19,3,14.9,11075.9,10994.85,BULL_CALL,11050.0,11200.0,150.0,50.0,75.0,12.5,75.1,12.4,62.7,75,4702.5,10704.8,-4702.5,51.83,-4754.33,0,-16436.45,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2019-09-19,2019-09-20,2019,2019-09-26,4,15.35,10704.8,10746.8,BEAR_PUT,10700.0,10550.0,150.0,50.0,71.95,29.4,72.05,29.3,42.75,75,3206.25,11571.2,-3206.25,53.23,-3259.48,0,-19695.93,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2019-10-07,2019-10-09,2019,2019-10-10,1,17.58,11126.4,11152.95,BEAR_PUT,11100.0,10950.0,150.0,50.0,40.0,11.95,40.1,11.85,28.25,75,2118.75,11234.55,-2118.75,50.15,-2168.9,0,-21864.83,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2019-10-17,2019-10-18,2019,2019-10-24,3,16.36,11586.35,11580.3,BULL_CALL,11650.0,11800.0,150.0,50.0,53.55,17.15,53.65,17.05,36.6,75,2745.0,11582.6,-2745.0,51.25,-2796.25,0,-24661.08,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2019-10-29,2019-10-30,2019,2019-10-31,1,15.32,11786.85,11883.9,BULL_CALL,11950.0,12100.0,150.0,50.0,16.0,3.5,16.1,3.4,12.7,75,952.5,11877.45,-952.5,48.26,-1000.76,0,-25661.84,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2019-11-06,2019-11-07,2019,2019-11-14,4,15.92,11966.05,12021.1,BULL_CALL,12050.0,12200.0,150.0,50.0,69.0,22.0,69.1,21.9,47.2,75,3540.0,11872.1,-3540.0,52.42,-3592.42,0,-29254.260000000002,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2019-11-25,2019-11-26,2019,2019-11-28,2,14.87,12073.75,12110.2,BULL_CALL,12150.0,12300.0,150.0,50.0,43.45,7.45,43.55,7.35,36.2,75,2715.0,12151.15,-2628.75,50.06,-2678.81,0,-31933.070000000003,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2019-11-27,2019-11-28,2019,2019-12-05,5,14.84,12100.7,12132.1,BULL_CALL,12200.0,12350.0,150.0,50.0,46.8,13.0,46.9,12.9,34.0,75,2550.0,12018.4,-2550.0,50.56,-2600.56,0,-34533.630000000005,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2019-12-10,2019-12-11,2019,2019-12-12,1,14.6,11856.8,11867.35,BEAR_PUT,11800.0,11650.0,150.0,50.0,16.35,1.55,16.45,1.45,15.0,75,1125.0,11971.8,-1125.0,48.1,-1173.1,0,-35706.73,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2019-12-13,2019-12-16,2019,2019-12-19,3,13.35,12086.7,12131.35,BULL_CALL,12200.0,12350.0,150.0,50.0,39.95,11.05,40.05,10.95,29.1,75,2182.5,12259.7,2295.0,58.31,2236.69,1,-33470.04,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-01-02,2020-01-03,2020,2020-01-09,4,11.6,12282.2,12261.1,BULL_CALL,12300.0,12450.0,150.0,50.0,41.9,9.0,42.0,8.9,33.1,75,2482.5,12215.9,-2482.5,49.97,-2532.47,0,-36002.51,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-01-13,2020-01-14,2020,2020-01-16,2,14.08,12329.55,12333.1,BULL_CALL,12400.0,12550.0,150.0,50.0,22.1,2.75,22.2,2.65,19.55,75,1466.25,12355.5,-1466.25,48.48,-1514.73,0,-37517.240000000005,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-01-28,2020-01-29,2020,2020-01-30,1,17.18,12055.8,12114.9,BEAR_PUT,12050.0,11900.0,150.0,50.0,29.9,6.75,30.0,6.65,23.35,75,1751.25,12035.8,-686.25,51.17,-737.42,0,-38254.66,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-01-30,2020-01-31,2020,2020-02-06,4,16.5,12035.8,12100.4,BEAR_PUT,12050.0,11900.0,150.0,50.0,129.75,80.9,129.85,80.8,49.05,75,3678.75,12137.95,-3678.75,60.62,-3739.37,0,-41994.030000000006,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-02-12,2020-02-13,2020,2020-02-20,5,13.88,12201.2,12219.55,BULL_CALL,12250.0,12400.0,150.0,50.0,68.9,15.0,69.0,14.9,54.1,75,4057.5,12080.85,-4057.5,51.77,-4109.27,0,-46103.3,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-02-24,2020-02-25,2020,2020-02-27,2,13.7,11829.4,11877.5,BEAR_PUT,11850.0,11700.0,150.0,50.0,84.0,26.1,84.1,26.0,58.1,75,4357.5,11633.3,6892.5,86.37,6806.13,1,-39297.170000000006,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-03-06,2020-03-09,2020,2020-03-12,2,23.25,10989.45,10742.05,BEAR_PUT,10700.0,10550.0,150.0,50.0,140.0,84.2,140.1,84.1,56.0,75,4200.0,9590.15,7050.0,257.21,6792.79,1,-32504.380000000005,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-08-11,2020-08-12,2020,2020-08-13,1,22.51,11322.5,11289.0,BULL_CALL,11350.0,11500.0,150.0,50.0,46.75,4.55,46.85,4.45,42.4,75,3180.0,11300.45,-3180.0,49.79,-3229.79,0,-35734.170000000006,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-08-18,2020-08-19,2020,2020-08-20,1,21.31,11385.35,11452.15,BULL_CALL,11500.0,11650.0,150.0,50.0,28.0,3.9,28.1,3.8,24.3,75,1822.5,11312.2,-1822.5,48.86,-1871.36,0,-37605.530000000006,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-08-24,2020-08-25,2020,2020-08-27,2,19.94,11466.45,11513.1,BULL_CALL,11550.0,11700.0,150.0,50.0,44.15,8.0,44.25,7.9,36.35,75,2726.25,11559.25,-2032.5,51.26,-2083.76,0,-39689.29000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-09-04,2020-09-07,2020,2020-09-10,3,20.5,11333.85,11359.6,BEAR_PUT,11300.0,11150.0,150.0,50.0,98.8,54.15,98.9,54.05,44.85,75,3363.75,11449.25,-3363.75,56.74,-3420.49,0,-43109.780000000006,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-09-16,2020-09-17,2020,2020-09-24,5,20.6,11604.55,11539.4,BULL_CALL,11600.0,11750.0,150.0,50.0,73.85,31.25,73.95,31.15,42.8,75,3210.0,10805.55,-3210.0,53.49,-3263.49,0,-46373.270000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-10-06,2020-10-07,2020,2020-10-08,1,19.71,11662.4,11679.25,BULL_CALL,11750.0,11900.0,150.0,50.0,22.0,2.8,22.1,2.7,19.4,75,1455.0,11834.6,4890.0,60.16,4829.84,1,-41543.43000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-10-29,2020-10-30,2020,2020-11-05,4,23.28,11670.8,11678.45,BEAR_PUT,11650.0,11500.0,150.0,50.0,135.05,108.4,135.15,108.3,26.85,75,2013.75,12120.3,-2013.75,63.37,-2077.12,0,-43620.55000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-11-05,2020-11-06,2020,2020-11-12,4,23.2,12120.3,12156.65,BULL_CALL,12200.0,12350.0,150.0,50.0,99.0,50.0,99.1,49.9,49.2,75,3690.0,12690.8,7560.0,139.25,7420.75,1,-36199.80000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-11-17,2020-11-18,2020,2020-11-19,1,19.7,12874.2,12860.1,BULL_CALL,12900.0,13050.0,150.0,50.0,40.05,10.25,40.15,10.15,30.0,75,2250.0,12771.7,-2250.0,50.0,-2300.0,0,-38499.80000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-11-24,2020-11-25,2020,2020-11-26,1,20.8,13055.15,13130.0,BULL_CALL,13200.0,13350.0,150.0,50.0,44.7,7.7,44.8,7.6,37.2,75,2790.0,12987.0,-2790.0,49.98,-2839.98,0,-41339.78000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-12-01,2020-12-02,2020,2020-12-03,1,19.82,13109.05,13121.4,BULL_CALL,13150.0,13300.0,150.0,50.0,69.75,15.5,69.85,15.4,54.45,75,4083.75,13133.9,-4083.75,51.86,-4135.61,0,-45475.390000000014,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-12-14,2020-12-15,2020,2020-12-17,2,18.79,13558.15,13547.2,BULL_CALL,13600.0,13750.0,150.0,50.0,74.7,20.0,74.8,19.9,54.9,75,4117.5,13740.7,6435.0,71.93,6363.07,1,-39112.320000000014,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-12-21,2020-12-22,2020,2020-12-24,2,18.62,13328.4,13373.65,BEAR_PUT,13300.0,13150.0,150.0,50.0,99.95,51.0,100.05,50.9,49.15,75,3686.25,13749.25,-3686.25,56.5,-3742.75,0,-42855.070000000014,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2020-12-28,2020-12-29,2020,2020-12-31,2,19.97,13873.2,13910.35,BULL_CALL,13950.0,14100.0,150.0,50.0,65.5,25.5,65.6,25.4,40.2,75,3015.0,13981.75,-633.75,56.96,-690.71,0,-43545.78000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-01-01,2021-01-04,2021,2021-01-07,3,21.1,14018.5,14104.35,BULL_CALL,14150.0,14300.0,150.0,50.0,62.35,20.0,62.45,19.9,42.55,75,3191.25,14137.35,-3191.25,51.92,-3243.17,0,-46788.95000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-01-08,2021-01-11,2021,2021-01-14,3,20.62,14347.25,14474.05,BULL_CALL,14500.0,14650.0,150.0,50.0,53.0,15.0,53.1,14.9,38.2,75,2865.0,14595.6,4305.0,64.23,4240.77,1,-42548.18000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-01-20,2021-01-21,2021,2021-01-28,4,22.9,14644.7,14730.95,BULL_CALL,14800.0,14950.0,150.0,50.0,75.55,27.6,75.65,27.5,48.15,75,3611.25,13817.55,-3611.25,53.23,-3664.48,0,-46212.66000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-02-02,2021-02-03,2021,2021-02-04,1,23.32,14647.85,14754.9,BULL_CALL,14800.0,14950.0,150.0,50.0,75.15,29.0,75.25,28.9,46.35,75,3476.25,14895.65,3697.5,66.55,3630.95,1,-42581.710000000014,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-02-11,2021-02-15,2021,2021-02-18,3,23.95,15173.3,15270.3,BULL_CALL,15300.0,15450.0,150.0,50.0,65.3,29.3,65.4,29.2,36.2,75,2715.0,15118.95,-2715.0,52.91,-2767.91,0,-45349.62000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-02-22,2021-02-23,2021,2021-02-25,2,22.25,14675.7,14782.25,BEAR_PUT,14750.0,14600.0,150.0,50.0,116.0,78.9,116.1,78.8,37.3,75,2797.5,15097.35,-2797.5,59.8,-2857.3,0,-48206.92000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-02-26,2021-03-01,2021,2021-03-04,3,22.89,14529.15,14702.5,BEAR_PUT,14650.0,14500.0,150.0,50.0,150.05,103.35,150.15,103.25,46.9,75,3517.5,15080.75,-3517.5,63.61,-3581.11,0,-51788.03000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-03-03,2021-03-04,2021,2021-03-10,4,23.61,15245.6,15026.75,BULL_CALL,15100.0,15250.0,150.0,50.0,142.7,100.0,142.8,99.9,42.9,75,3217.5,15174.8,2392.5,73.29,2319.21,1,-49468.820000000014,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-03-17,2021-03-18,2021,2021-03-25,5,20.19,14721.3,14855.5,BEAR_PUT,14800.0,14650.0,150.0,50.0,155.0,98.1,155.1,98.0,57.1,75,4282.5,14324.9,6967.5,143.39,6824.11,1,-42644.710000000014,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-03-24,2021-03-25,2021,2021-04-01,3,20.67,14549.4,14570.9,BEAR_PUT,14500.0,14350.0,150.0,50.0,155.0,128.05,155.1,127.95,27.15,75,2036.25,14867.35,-2036.25,66.1,-2102.35,0,-44747.06000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-04-08,2021-04-09,2021,2021-04-15,3,20.25,14873.8,14882.65,BULL_CALL,14950.0,15100.0,150.0,50.0,125.0,54.0,125.1,53.9,71.2,75,5340.0,14581.45,-5340.0,57.94,-5397.94,0,-50145.000000000015,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-04-20,2021-04-22,2021,2021-04-29,5,22.49,14296.4,14219.15,BEAR_PUT,14150.0,14000.0,150.0,50.0,196.3,130.0,196.4,129.9,66.5,75,4987.5,14894.9,-4987.5,68.2,-5055.7,0,-55200.70000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-04-28,2021-04-29,2021,2021-05-06,5,23.08,14864.55,14979.0,BULL_CALL,15050.0,15200.0,150.0,50.0,120.0,60.55,120.1,60.45,59.65,75,4473.75,14724.8,-4473.75,58.31,-4532.06,0,-59732.76000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-05-10,2021-05-11,2021,2021-05-12,1,20.82,14942.35,14789.7,BULL_CALL,14850.0,15000.0,150.0,50.0,70.05,30.0,70.15,29.9,40.25,75,3018.75,14696.5,-3018.75,53.2,-3071.95,0,-62804.71000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-05-18,2021-05-19,2021,2021-05-20,1,19.61,15108.1,15058.6,BULL_CALL,15100.0,15250.0,150.0,50.0,80.0,17.1,80.1,17.0,63.1,75,4732.5,14906.05,-4732.5,52.48,-4784.98,0,-67589.69,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-05-21,2021-05-24,2021,2021-05-27,3,19.65,15175.3,15211.35,BULL_CALL,15250.0,15400.0,150.0,50.0,87.2,39.9,87.3,39.8,47.5,75,3562.5,15337.85,3026.25,67.03,2959.22,1,-64630.47,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-06-03,2021-06-04,2021,2021-06-10,4,17.21,15690.35,15712.5,BULL_CALL,15750.0,15900.0,150.0,50.0,110.0,39.7,110.1,39.6,70.5,75,5287.5,15737.75,-5287.5,55.94,-5343.44,0,-69973.91,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-06-11,2021-06-14,2021,2021-06-17,3,15.0,15799.35,15791.4,BULL_CALL,15850.0,16000.0,150.0,50.0,59.7,16.9,59.8,16.8,43.0,75,3225.0,15691.4,-3225.0,51.52,-3276.52,0,-73250.43000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-07-01,2021-07-02,2021,2021-07-08,4,13.05,15680.0,15705.85,BEAR_PUT,15650.0,15500.0,150.0,50.0,69.4,26.2,69.5,26.1,43.4,50,2170.0,15727.9,-2170.0,50.95,-2220.95,0,-75471.38,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-07-07,2021-07-08,2021,2021-07-15,5,12.28,15879.65,15855.4,BULL_CALL,15900.0,16050.0,150.0,50.0,98.95,35.0,99.05,34.9,64.15,50,3207.5,15924.2,-1997.5,54.63,-2052.13,0,-77523.51000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-07-15,2021-07-16,2021,2021-07-22,3,12.59,15924.2,15958.35,BULL_CALL,16000.0,16150.0,150.0,50.0,69.85,18.0,69.95,17.9,52.05,50,2602.5,15824.05,-2602.5,50.46,-2652.96,0,-80176.47000000002,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-07-20,2021-07-22,2021,2021-07-29,5,12.68,15632.1,15736.6,BEAR_PUT,15700.0,15550.0,150.0,50.0,110.0,47.2,110.1,47.1,63.0,50,3150.0,15778.45,-3150.0,53.48,-3203.48,0,-83379.95000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-08-03,2021-08-04,2021,2021-08-05,1,12.81,16130.75,16195.25,BULL_CALL,16250.0,16400.0,150.0,50.0,24.0,9.0,24.1,8.9,15.2,50,760.0,16294.6,1470.0,52.6,1417.4,1,-81962.55000000002,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-08-12,2021-08-13,2021,2021-08-18,3,12.71,16364.4,16385.7,BULL_CALL,16450.0,16600.0,150.0,50.0,46.95,14.4,47.05,14.3,32.75,50,1637.5,16568.85,4305.0,60.47,4244.53,1,-77718.02000000002,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-08-24,2021-08-25,2021,2021-08-26,1,13.69,16624.6,16654.0,BULL_CALL,16700.0,16850.0,150.0,50.0,28.8,3.85,28.9,3.75,25.15,50,1257.5,16636.9,-1257.5,48.33,-1305.83,0,-79023.85000000002,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-09-02,2021-09-03,2021,2021-09-09,4,14.19,17234.15,17262.45,BULL_CALL,17300.0,17450.0,150.0,50.0,88.05,79.0,88.15,78.9,9.25,50,462.5,17369.25,3000.0,61.11,2938.89,1,-76084.96000000002,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-09-14,2021-09-15,2021,2021-09-16,1,14.03,17380.0,17387.65,BULL_CALL,17450.0,17600.0,150.0,50.0,30.3,3.65,30.4,3.55,26.85,50,1342.5,17629.5,6157.5,65.76,6091.74,1,-69993.22000000002,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",0
2021-09-23,2021-09-24,2021,2021-09-30,4,16.49,17822.95,17897.45,BULL_CALL,17950.0,18100.0,150.0,50.0,103.6,58.5,103.7,58.4,45.3,50,2265.0,17618.15,-2265.0,53.97,-2318.97,0,-72312.19000000002,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2021-10-08,2021-10-11,2021,2021-10-14,3,16.16,17895.2,17867.55,BULL_CALL,17900.0,18050.0,150.0,50.0,110.0,49.3,110.1,49.2,60.9,50,3045.0,18338.55,4455.0,102.51,4352.49,1,-67959.70000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2021-10-28,2021-10-29,2021,2021-11-03,3,16.83,17857.25,17833.05,BEAR_PUT,17800.0,17650.0,150.0,50.0,122.0,84.25,122.1,84.15,37.95,50,1897.5,17829.2,-1897.5,56.11,-1953.61,0,-69913.31000000001,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2021-11-12,2021-11-15,2021,2021-11-18,3,16.35,18102.75,18140.95,BULL_CALL,18200.0,18350.0,150.0,50.0,47.45,35.05,47.55,34.95,12.6,50,630.0,17764.8,-630.0,50.8,-680.8,0,-70594.11000000002,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2021-11-18,2021-11-22,2021,2021-11-25,3,14.98,17764.8,17796.25,BEAR_PUT,17750.0,17600.0,150.0,50.0,103.0,44.0,103.1,43.9,59.2,50,2960.0,17536.25,4540.0,74.63,4465.37,1,-66128.74000000002,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
